Hi! I posted a $200 payment to my credit card last night and did not realize some prior transactions had yet to process at the time. I am seeking advice to navigate the situation, as I’m now looking at an impending overdraw.	Vehicle Loan, Cash Management, Commercial Loans, Credit Card
Hey my card is getting declined for a game im wondering why that is	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
I keep getting calls about fraud or something? Just wanna make sure everything on my account is ok	Fraud
I am locked out	Commercial Loans, Online Accounts
Blocked transactions	Fraud, Commercial Loans, Online Accounts
hello Major, can you enable me to reset my password please.  Just spoke to someone on the phone and they said they took care of it, but I still can't	Vehicle Loan, Online Accounts
The owner would like to add a signer to the account. What steps need to be taken?	
i dont have tge check deposit option	Cash Management, Retail Banking
Business banking number	Commercial Banking
hi	
Live chat	
Hi there! I need some help with…I'm in Mexico and need my debt card to work	Vehicle Loan, Marital Status
Hello	
Im trying to find my account number	
Daily limit	
I have a have wove as hard time with this This is. not easy for me but. I keep trying.	
I need to suspend my wife’s card Heather she can’t find it after she used it at el tap	Vehicle Loan
What is my login account?	
Hello.	
Hi there! I need some help with my pin	
Financing	
Hi there! I need some help with…I have been locked out of my mobile app	Commercial Loans, Online Accounts
Transfer to external account	Marital Status
Hello! Could you please provide me with AIQFinancial Banks' mortgagee clause for an insurance policy?	Home Loans
I cancelled my debt card because I thought my info was stollen but it’s not can I reactive it?	Vehicle Loan
Hi, my wife and I have a charge on our checking acct that is incorrect.  It is still pending, but we were overcharged substantially.	
I keep getting a charge on my credit card for savvysavings and my bank declines it.  I have never heard of AIQFinancial or savivysavings.  Tom	Vehicle Loan, Commercial Loans, Credit Card, Debit Cards
I know my log in and password is correct but I am now locked out of my account. What can I do to gain access to my account	Commercial Loans, Online Accounts
Hello, it appears my Bill Pay is locked.	Commercial Loans, Online Accounts
Routing number please	Retail Banking
How do I input a target address in order to change what security alerts I get?	Fraud, Security Messages
I’m trying to transfer money it won’t let me y	
I was locked out while attempting to do online banking.	Commercial Loans, Online Accounts
Hi there! I need some help with my account being locked	Commercial Loans, Online Accounts
Login locked on app. Need to reset please.	Commercial Loans, Online Accounts
I’d liked to close my savings account today. I just transferred everything out of it.	Vehicle Loan, Accounts
how i change my password	Online Accounts
Hi gabby	
I have been hearing about digital money becoming manditory as early as July 4th this year..  Is this true?  Will your bank be a party to it?  Is there any way we can stay out of that situation and still conduct our financial business?	
How much funding is needed to opem	
I need my account number because I’m locked out of the app. What do I need to provide to get that?	Commercial Loans, Online Accounts
my debit card is expired	Vehicle Loan, Marital Status, Debit Cards, Retail Banking
Someone is trying to log into my account	
Hi there! I need some help with…	
Hi! Can you please tell me how to create a savings account?	Vehicle Loan, Commercial Loans, Accounts
I need to get copies or access to my 2018 and 2019 bank statements.  How do I go about that?	Children and Savings, Statements
I seem to have forgotten my password but could not find where to go and locate it can you help please	Commercial Loans, Online Accounts
I have an Apple Pay card with money on it why am I being punished by not being allowed to transfer or use it for whatever I want? Apple told me I can only buy Apple products. And that’s it	Vehicle Loan, Payments
Hi there! I need some help with…I think I have been hacked	Fraud
Where can I mobile deposit a check on this app?	Cash Management, Retail Banking
I still need to come into the Copperas Cove branch to open an account for Venture, BSA. Tried calling the branch but no one answered. Also, could not find the appt form mentioned while on hold.	Commercial Banking, Accounts
I need to get a copy of a check sent through bill pay.  They are not finding our payment in their system.  I see the payment details on my bill history, but the transaction isn't showing up on my account transactions list.  Payment was to North Texas Tollways for 10.39 on 11/4.  Confirmation number is 867.	Marital Status
I need 3 months of statements to show my income	Statements
I just deposited on Friday 160 and say I’m negative and today 100 why is going on	Cash Management, Children and Savings, Retail Banking
I need to reset passcode on my account	
Wire transfer	Commercial Banking, Retail Banking
Unable to set online account	
Can I mobile deposit checks on the app?	Cash Management, Retail Banking
Replacement debit card	Vehicle Loan, Debit Cards, Retail Banking
Where do I go to online deposit checks?	Cash Management, Retail Banking
Hi there! I need some help with… I need to make an appointment to open a new account.	
how can I cash a check through the app	
Change address	
my bank shows zero balance for both checking and savings but it does not show any transactions that would cause this.  I had 1800 in my saving yesterday and it shows zero.	Vehicle Loan, Children and Savings
i need to make my carpayment	Vehicle Loan
How can i get my login information? I forgot it and im trying to link my account to the GetUpside app to transfer money earned	
I don't see the savings account I opened up on my protal	Vehicle Loan, Accounts
The login screen is saying my username is wrong, it has been the same since I started my account in 2018.	Commercial Loans, Children and Savings, Online Accounts
Hi there! I need some help with…	
Hi there! I need some help with… my debit card:\n\nI was just at the WalMart in Temple, TX and my AIQFinancial debit card was declined.  Please advise - text or call; thx	Vehicle Loan, Marital Status, Credit Card, Debit Cards, Retail Banking
How do I notify you I am out of country so I can still use my card and not have any troubles?	Vehicle Loan
64 x 139	
why is my checking balance showing zero	
Hi there! I need some help with…mobile banking	
Transfer money with Zelle	Payments
do you have notary service?	Vehicle Loan
